NOC,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Year,Value,Flag Codes
LUX,POP,WOMEN,MLN_PER,A,1989,193.108,
LUX,POP,WOMEN,MLN_PER,A,1990,195.008,
LUX,POP,WOMEN,MLN_PER,A,1991,197.23,
LUX,POP,WOMEN,MLN_PER,A,1992,199.639,
LUX,POP,WOMEN,MLN_PER,A,1993,202.265,
LUX,POP,WOMEN,MLN_PER,A,1994,205.061,
LUX,POP,WOMEN,MLN_PER,A,1995,208.041,
LUX,POP,WOMEN,MLN_PER,A,1996,210.877,
LUX,POP,WOMEN,MLN_PER,A,1997,213.417,
LUX,POP,WOMEN,MLN_PER,A,1998,215.849,
LUX,POP,WOMEN,MLN_PER,A,1999,218.497,
LUX,POP,WOMEN,MLN_PER,A,2000,221.348,
LUX,POP,WOMEN,MLN_PER,A,2001,223.961,
LUX,POP,WOMEN,MLN_PER,A,2002,226.253,
LUX,POP,WOMEN,MLN_PER,A,2003,228.77,
LUX,POP,WOMEN,MLN_PER,A,2004,231.666,
LUX,POP,WOMEN,MLN_PER,A,2005,235.025,
LUX,POP,WOMEN,MLN_PER,A,2006,238.695,
LUX,POP,WOMEN,MLN_PER,A,2007,242.291,
LUX,POP,WOMEN,MLN_PER,A,2008,246.426,
LUX,POP,WOMEN,MLN_PER,A,2009,250.661,
LUX,POP,WOMEN,MLN_PER,A,2010,254.939,
LUX,POP,WOMEN,MLN_PER,A,2011,260.129,
LUX,POP,WOMEN,MLN_PER,A,2012,265.831,
LUX,POP,WOMEN,MLN_PER,A,2013,271.595,
LUX,POP,WOMEN,MLN_PER,A,2014,277.776,
LUX,POP,WOMEN,MLN_PER,A,2015,284.021,
LUX,POP,WOMEN,MLN_PER,A,2016,290.544,
LUX,POP,WOMEN,MLN_PER,A,2017,296.724,
LUX,POP,WOMEN,MLN_PER,A,2018,302.298,
LUX,POP,WOMEN,MLN_PER,A,2019,308.158,
LUX,POP,WOMEN,MLN_PER,A,2020,313.207,
MEX,POP,TOT,AGRWTH,A,1951,2.788226239,
MEX,POP,TOT,AGRWTH,A,1952,2.87437768,
MEX,POP,TOT,AGRWTH,A,1953,2.940496716,
MEX,POP,TOT,AGRWTH,A,1954,3.035052693,
MEX,POP,TOT,AGRWTH,A,1955,3.16957937,
MEX,POP,TOT,AGRWTH,A,1956,3.225957671,
MEX,POP,TOT,AGRWTH,A,1957,3.270203427,
MEX,POP,TOT,AGRWTH,A,1958,3.306989548,
MEX,POP,TOT,AGRWTH,A,1959,3.343897334,
MEX,POP,TOT,AGRWTH,A,1960,3.358451039,
MEX,POP,TOT,AGRWTH,A,1961,3.368971094,
MEX,POP,TOT,AGRWTH,A,1962,3.367446863,
MEX,POP,TOT,AGRWTH,A,1963,3.340359166,
MEX,POP,TOT,AGRWTH,A,1964,3.326077677,
MEX,POP,TOT,AGRWTH,A,1965,3.309129198,
MEX,POP,TOT,AGRWTH,A,1966,3.274612965,
MEX,POP,TOT,AGRWTH,A,1967,3.250158478,
MEX,POP,TOT,AGRWTH,A,1968,3.213466126,
MEX,POP,TOT,AGRWTH,A,1969,3.177195535,
MEX,POP,TOT,AGRWTH,A,1970,3.132577098,
MEX,POP,TOT,AGRWTH,A,1971,3.102694831,
MEX,POP,TOT,AGRWTH,A,1972,3.093761006,
MEX,POP,TOT,AGRWTH,A,1973,3.049696953,
MEX,POP,TOT,AGRWTH,A,1974,3.00947528,
MEX,POP,TOT,AGRWTH,A,1975,2.966057535,
MEX,POP,TOT,AGRWTH,A,1976,2.897910293,
MEX,POP,TOT,AGRWTH,A,1977,2.819859807,
MEX,POP,TOT,AGRWTH,A,1978,2.750636354,
MEX,POP,TOT,AGRWTH,A,1979,2.679181672,
MEX,POP,TOT,AGRWTH,A,1980,2.599388293,
MEX,POP,TOT,AGRWTH,A,1981,2.526054297,
MEX,POP,TOT,AGRWTH,A,1982,2.461752494,
MEX,POP,TOT,AGRWTH,A,1983,2.393335149,
MEX,POP,TOT,AGRWTH,A,1984,2.321884008,
MEX,POP,TOT,AGRWTH,A,1985,2.247888478,
MEX,POP,TOT,AGRWTH,A,1986,2.182310042,
MEX,POP,TOT,AGRWTH,A,1987,2.123498726,
MEX,POP,TOT,AGRWTH,A,1988,2.055858735,
MEX,POP,TOT,AGRWTH,A,1989,1.986431965,
MEX,POP,TOT,AGRWTH,A,1990,1.926080945,
MEX,POP,TOT,AGRWTH,A,1991,1.876178031,
MEX,POP,TOT,AGRWTH,A,1992,1.823461154,
MEX,POP,TOT,AGRWTH,A,1993,1.762086611,
MEX,POP,TOT,AGRWTH,A,1994,1.701562673,
MEX,POP,TOT,AGRWTH,A,1995,1.639167325,
MEX,POP,TOT,AGRWTH,A,1996,1.579721594,
MEX,POP,TOT,AGRWTH,A,1997,1.528229076,
MEX,POP,TOT,AGRWTH,A,1998,1.474251504,
MEX,POP,TOT,AGRWTH,A,1999,1.420793999,
MEX,POP,TOT,AGRWTH,A,2000,1.336332036,
MEX,POP,TOT,AGRWTH,A,2001,1.336255834,
MEX,POP,TOT,AGRWTH,A,2002,1.387227264,
MEX,POP,TOT,AGRWTH,A,2003,1.375930773,
MEX,POP,TOT,AGRWTH,A,2004,1.343146694,
MEX,POP,TOT,AGRWTH,A,2005,1.339687598,
MEX,POP,TOT,AGRWTH,A,2006,1.406294004,
MEX,POP,TOT,AGRWTH,A,2007,1.483316878,
MEX,POP,TOT,AGRWTH,A,2008,1.527069168,
MEX,POP,TOT,AGRWTH,A,2009,1.530661701,
MEX,POP,TOT,AGRWTH,A,2010,1.474889404,
MEX,POP,TOT,AGRWTH,A,2011,1.423120803,
MEX,POP,TOT,AGRWTH,A,2012,1.359324465,
MEX,POP,TOT,AGRWTH,A,2013,1.298371147,
MEX,POP,TOT,AGRWTH,A,2014,1.251526237,
MEX,POP,TOT,AGRWTH,A,2015,1.176781086,
MEX,POP,TOT,AGRWTH,A,2016,1.126814825,
MEX,POP,TOT,AGRWTH,A,2017,1.081012277,
MEX,POP,TOT,AGRWTH,A,2018,1.036801075,
MEX,POP,TOT,AGRWTH,A,2019,0.997299905,
MEX,POP,TOT,AGRWTH,A,2020,0.959564826,
MEX,POP,MEN,MLN_PER,A,1950,13.495744,
MEX,POP,MEN,MLN_PER,A,1951,13.871508,
MEX,POP,MEN,MLN_PER,A,1952,14.270386,
MEX,POP,MEN,MLN_PER,A,1953,14.690278,
MEX,POP,MEN,MLN_PER,A,1954,15.137087,
MEX,POP,MEN,MLN_PER,A,1955,15.619305,
MEX,POP,MEN,MLN_PER,A,1956,16.125998,
MEX,POP,MEN,MLN_PER,A,1957,16.656412,
MEX,POP,MEN,MLN_PER,A,1958,17.210686,
MEX,POP,MEN,MLN_PER,A,1959,17.789665,
MEX,POP,MEN,MLN_PER,A,1960,18.390799,
MEX,POP,MEN,MLN_PER,A,1961,19.014199,
MEX,POP,MEN,MLN_PER,A,1962,19.658429,
MEX,POP,MEN,MLN_PER,A,1963,20.319147,
MEX,POP,MEN,MLN_PER,A,1964,20.998292,
MEX,POP,MEN,MLN_PER,A,1965,21.695067,
MEX,POP,MEN,MLN_PER,A,1966,22.405763,
MEX,POP,MEN,MLN_PER,A,1967,23.132262,
MEX,POP,MEN,MLN_PER,A,1968,23.872176,
MEX,POP,MEN,MLN_PER,A,1969,24.625234,
MEX,POP,MEN,MLN_PER,A,1970,25.388301,
MEX,POP,MEN,MLN_PER,A,1971,26.166899,
MEX,POP,MEN,MLN_PER,A,1972,26.967851,
MEX,POP,MEN,MLN_PER,A,1973,27.781487,
MEX,POP,MEN,MLN_PER,A,1974,28.606863,
MEX,POP,MEN,MLN_PER,A,1975,29.444095,
MEX,POP,MEN,MLN_PER,A,1976,30.286894,
MEX,POP,MEN,MLN_PER,A,1977,31.129123,
MEX,POP,MEN,MLN_PER,A,1978,31.971694,
MEX,POP,MEN,MLN_PER,A,1979,32.811683,
MEX,POP,MEN,MLN_PER,A,1980,33.644009,
MEX,POP,MEN,MLN_PER,A,1981,34.469942,
MEX,POP,MEN,MLN_PER,A,1982,35.291566,
MEX,POP,MEN,MLN_PER,A,1983,36.108862,
MEX,POP,MEN,MLN_PER,A,1984,36.920992,
MEX,POP,MEN,MLN_PER,A,1985,37.724679,
MEX,POP,MEN,MLN_PER,A,1986,38.522521,
MEX,POP,MEN,MLN_PER,A,1987,39.316464,
MEX,POP,MEN,MLN_PER,A,1988,40.100754,
MEX,POP,MEN,MLN_PER,A,1989,40.873422,
MEX,POP,MEN,MLN_PER,A,1990,41.637951,
MEX,POP,MEN,MLN_PER,A,1991,42.397268,
MEX,POP,MEN,MLN_PER,A,1992,43.148193,
MEX,POP,MEN,MLN_PER,A,1993,43.885935,
MEX,POP,MEN,MLN_PER,A,1994,44.608911,
MEX,POP,MEN,MLN_PER,A,1995,45.313877,
MEX,POP,MEN,MLN_PER,A,1996,46.000753,
MEX,POP,MEN,MLN_PER,A,1997,46.67068,
MEX,POP,MEN,MLN_PER,A,1998,47.319996,
MEX,POP,MEN,MLN_PER,A,1999,47.947812,
MEX,POP,MEN,MLN_PER,A,2000,48.540384,
MEX,POP,MEN,MLN_PER,A,2001,49.147826,
MEX,POP,MEN,MLN_PER,A,2002,49.794715,
MEX,POP,MEN,MLN_PER,A,2003,50.441935,
MEX,POP,MEN,MLN_PER,A,2004,51.082664,
MEX,POP,MEN,MLN_PER,A,2005,51.728994,
MEX,POP,MEN,MLN_PER,A,2006,52.42864,
MEX,POP,MEN,MLN_PER,A,2007,53.197386,
MEX,POP,MEN,MLN_PER,A,2008,54.012107,
MEX,POP,MEN,MLN_PER,A,2009,54.851391,
MEX,POP,MEN,MLN_PER,A,2010,55.671595,
MEX,POP,MEN,MLN_PER,A,2011,56.472858,
MEX,POP,MEN,MLN_PER,A,2012,57.246931,
MEX,POP,MEN,MLN_PER,A,2013,57.992814,
MEX,POP,MEN,MLN_PER,A,2014,58.721525,
MEX,POP,MEN,MLN_PER,A,2015,59.416305,
MEX,POP,MEN,MLN_PER,A,2016,60.090244,
MEX,POP,MEN,MLN_PER,A,2017,60.74074,
MEX,POP,MEN,MLN_PER,A,2018,61.368864,
MEX,POP,MEN,MLN_PER,A,2019,61.977632,
MEX,POP,MEN,MLN_PER,A,2020,62.567626,
MEX,POP,TOT,MLN_PER,A,1950,27.026573,
MEX,POP,TOT,MLN_PER,A,1951,27.780135,
MEX,POP,TOT,MLN_PER,A,1952,28.578641,
MEX,POP,TOT,MLN_PER,A,1953,29.418995,
MEX,POP,TOT,MLN_PER,A,1954,30.311877,
MEX,POP,TOT,MLN_PER,A,1955,31.272636,
MEX,POP,TOT,MLN_PER,A,1956,32.281478,
MEX,POP,TOT,MLN_PER,A,1957,33.337148,
MEX,POP,TOT,MLN_PER,A,1958,34.439604,
MEX,POP,TOT,MLN_PER,A,1959,35.591229,
MEX,POP,TOT,MLN_PER,A,1960,36.786543,
MEX,POP,TOT,MLN_PER,A,1961,38.025871,
MEX,POP,TOT,MLN_PER,A,1962,39.306372,
MEX,POP,TOT,MLN_PER,A,1963,40.619346,
MEX,POP,TOT,MLN_PER,A,1964,41.970377,
MEX,POP,TOT,MLN_PER,A,1965,43.359231,
MEX,POP,TOT,MLN_PER,A,1966,44.779078,
MEX,POP,TOT,MLN_PER,A,1967,46.234469,
MEX,POP,TOT,MLN_PER,A,1968,47.720198,
MEX,POP,TOT,MLN_PER,A,1969,49.236362,
MEX,POP,TOT,MLN_PER,A,1970,50.778729,
MEX,POP,TOT,MLN_PER,A,1971,52.354238,
MEX,POP,TOT,MLN_PER,A,1972,53.973953,
MEX,POP,TOT,MLN_PER,A,1973,55.619995,
MEX,POP,TOT,MLN_PER,A,1974,57.293865,
MEX,POP,TOT,MLN_PER,A,1975,58.993234,
MEX,POP,TOT,MLN_PER,A,1976,60.702805,
MEX,POP,TOT,MLN_PER,A,1977,62.414539,
MEX,POP,TOT,MLN_PER,A,1978,64.131336,
MEX,POP,TOT,MLN_PER,A,1979,65.849531,
MEX,POP,TOT,MLN_PER,A,1980,67.561216,
MEX,POP,TOT,MLN_PER,A,1981,69.267849,
MEX,POP,TOT,MLN_PER,A,1982,70.973052,
MEX,POP,TOT,MLN_PER,A,1983,72.671675,
MEX,POP,TOT,MLN_PER,A,1984,74.359027,
MEX,POP,TOT,MLN_PER,A,1985,76.030535,
MEX,POP,TOT,MLN_PER,A,1986,77.689757,
MEX,POP,TOT,MLN_PER,A,1987,79.339498,
MEX,POP,TOT,MLN_PER,A,1988,80.970606,
MEX,POP,TOT,MLN_PER,A,1989,82.579032,
MEX,POP,TOT,MLN_PER,A,1990,84.169571,
MEX,POP,TOT,MLN_PER,A,1991,85.748742,
MEX,POP,TOT,MLN_PER,A,1992,87.312337,
MEX,POP,TOT,MLN_PER,A,1993,88.850856,
MEX,POP,TOT,MLN_PER,A,1994,90.362709,
MEX,POP,TOT,MLN_PER,A,1995,91.843905,
MEX,POP,TOT,MLN_PER,A,1996,93.294783,
MEX,POP,TOT,MLN_PER,A,1997,94.720541,
MEX,POP,TOT,MLN_PER,A,1998,96.11696,
MEX,POP,TOT,MLN_PER,A,1999,97.482584,
MEX,POP,TOT,MLN_PER,A,2000,98.785275,
MEX,POP,TOT,MLN_PER,A,2001,100.105299,
MEX,POP,TOT,MLN_PER,A,2002,101.493987,
MEX,POP,TOT,MLN_PER,A,2003,102.890474,
MEX,POP,TOT,MLN_PER,A,2004,104.272444,
MEX,POP,TOT,MLN_PER,A,2005,105.669369,
MEX,POP,TOT,MLN_PER,A,2006,107.155391,
MEX,POP,TOT,MLN_PER,A,2007,108.744845,
MEX,POP,TOT,MLN_PER,A,2008,110.405454,
MEX,POP,TOT,MLN_PER,A,2009,112.095388,
MEX,POP,TOT,MLN_PER,A,2010,113.748671,
MEX,POP,TOT,MLN_PER,A,2011,115.367452,
MEX,POP,TOT,MLN_PER,A,2012,116.93567,
MEX,POP,TOT,MLN_PER,A,2013,118.453929,
MEX,POP,TOT,MLN_PER,A,2014,119.936411,
MEX,POP,TOT,MLN_PER,A,2015,121.3478,
MEX,POP,TOT,MLN_PER,A,2016,122.715165,
MEX,POP,TOT,MLN_PER,A,2017,124.041731,
MEX,POP,TOT,MLN_PER,A,2018,125.327797,
MEX,POP,TOT,MLN_PER,A,2019,126.577691,
MEX,POP,TOT,MLN_PER,A,2020,127.792286,
MEX,POP,WOMEN,MLN_PER,A,1950,13530.829,
MEX,POP,WOMEN,MLN_PER,A,1951,13908.627,
MEX,POP,WOMEN,MLN_PER,A,1952,14308.255,
MEX,POP,WOMEN,MLN_PER,A,1953,14728.717,
MEX,POP,WOMEN,MLN_PER,A,1954,15174.79,
MEX,POP,WOMEN,MLN_PER,A,1955,15653.331,
MEX,POP,WOMEN,MLN_PER,A,1956,16155.48,
MEX,POP,WOMEN,MLN_PER,A,1957,16680.736,
MEX,POP,WOMEN,MLN_PER,A,1958,17228.918,
MEX,POP,WOMEN,MLN_PER,A,1959,17801.564,
MEX,POP,WOMEN,MLN_PER,A,1960,18395.744,
MEX,POP,WOMEN,MLN_PER,A,1961,19011.672,
MEX,POP,WOMEN,MLN_PER,A,1962,19647.943,
MEX,POP,WOMEN,MLN_PER,A,1963,20300.199,
MEX,POP,WOMEN,MLN_PER,A,1964,20972.085,
MEX,POP,WOMEN,MLN_PER,A,1965,21664.164,
MEX,POP,WOMEN,MLN_PER,A,1966,22373.315,
MEX,POP,WOMEN,MLN_PER,A,1967,23102.207,
MEX,POP,WOMEN,MLN_PER,A,1968,23848.022,
MEX,POP,WOMEN,MLN_PER,A,1969,24611.128,
MEX,POP,WOMEN,MLN_PER,A,1970,25390.428,
MEX,POP,WOMEN,MLN_PER,A,1971,26187.339,
MEX,POP,WOMEN,MLN_PER,A,1972,27006.102,
MEX,POP,WOMEN,MLN_PER,A,1973,27838.508,
MEX,POP,WOMEN,MLN_PER,A,1974,28687.002,
MEX,POP,WOMEN,MLN_PER,A,1975,29549.139,
MEX,POP,WOMEN,MLN_PER,A,1976,30415.911,
MEX,POP,WOMEN,MLN_PER,A,1977,31285.416,
MEX,POP,WOMEN,MLN_PER,A,1978,32159.642,
MEX,POP,WOMEN,MLN_PER,A,1979,33037.848,
MEX,POP,WOMEN,MLN_PER,A,1980,33917.207,
MEX,POP,WOMEN,MLN_PER,A,1981,34797.907,
MEX,POP,WOMEN,MLN_PER,A,1982,35681.486,
MEX,POP,WOMEN,MLN_PER,A,1983,36562.813,
MEX,POP,WOMEN,MLN_PER,A,1984,37438.035,
MEX,POP,WOMEN,MLN_PER,A,1985,38305.856,
MEX,POP,WOMEN,MLN_PER,A,1986,39167.236,
MEX,POP,WOMEN,MLN_PER,A,1987,40023.034,
MEX,POP,WOMEN,MLN_PER,A,1988,40869.852,
MEX,POP,WOMEN,MLN_PER,A,1989,41705.61,
MEX,POP,WOMEN,MLN_PER,A,1990,42531.62,
MEX,POP,WOMEN,MLN_PER,A,1991,43351.474,
MEX,POP,WOMEN,MLN_PER,A,1992,44164.144,
MEX,POP,WOMEN,MLN_PER,A,1993,44964.921,
MEX,POP,WOMEN,MLN_PER,A,1994,45753.798,
MEX,POP,WOMEN,MLN_PER,A,1995,46530.028,
MEX,POP,WOMEN,MLN_PER,A,1996,47294.03,
MEX,POP,WOMEN,MLN_PER,A,1997,48049.861,
MEX,POP,WOMEN,MLN_PER,A,1998,48796.964,
MEX,POP,WOMEN,MLN_PER,A,1999,49534.772,
MEX,POP,WOMEN,MLN_PER,A,2000,50244.891,
MEX,POP,WOMEN,MLN_PER,A,2001,50957.473,
MEX,POP,WOMEN,MLN_PER,A,2002,51699.272,
MEX,POP,WOMEN,MLN_PER,A,2003,52448.539,
MEX,POP,WOMEN,MLN_PER,A,2004,53189.78,
MEX,POP,WOMEN,MLN_PER,A,2005,53940.375,
MEX,POP,WOMEN,MLN_PER,A,2006,54726.751,
MEX,POP,WOMEN,MLN_PER,A,2007,55547.459,
MEX,POP,WOMEN,MLN_PER,A,2008,56393.347,
MEX,POP,WOMEN,MLN_PER,A,2009,57243.997,
MEX,POP,WOMEN,MLN_PER,A,2010,58077.076,
MEX,POP,WOMEN,MLN_PER,A,2011,58894.594,
MEX,POP,WOMEN,MLN_PER,A,2012,59688.739,
MEX,POP,WOMEN,MLN_PER,A,2013,60461.115,
MEX,POP,WOMEN,MLN_PER,A,2014,61214.886,
MEX,POP,WOMEN,MLN_PER,A,2015,61931.495,
MEX,POP,WOMEN,MLN_PER,A,2016,62624.921,
MEX,POP,WOMEN,MLN_PER,A,2017,63300.991,
MEX,POP,WOMEN,MLN_PER,A,2018,63958.933,
MEX,POP,WOMEN,MLN_PER,A,2019,64600.059,
MEX,POP,WOMEN,MLN_PER,A,2020,65224.66,
NLD,POP,TOT,AGRWTH,A,1951,1.490884289,
NLD,POP,TOT,AGRWTH,A,1952,1.146409369,
NLD,POP,TOT,AGRWTH,A,1953,1.071125161,
NLD,POP,TOT,AGRWTH,A,1954,1.164575023,
NLD,POP,TOT,AGRWTH,A,1955,1.276025316,
NLD,POP,TOT,AGRWTH,A,1956,1.288438857,
NLD,POP,TOT,AGRWTH,A,1957,1.258347829,
NLD,POP,TOT,AGRWTH,A,1958,1.455545172,
NLD,POP,TOT,AGRWTH,A,1959,1.437013973,
NLD,POP,TOT,AGRWTH,A,1960,1.224880779,
NLD,POP,TOT,AGRWTH,A,1961,1.323965341,
NLD,POP,TOT,AGRWTH,A,1962,1.434703797,
NLD,POP,TOT,AGRWTH,A,1963,1.35762501,
NLD,POP,TOT,AGRWTH,A,1964,1.346727766,
NLD,POP,TOT,AGRWTH,A,1965,1.382158792,
NLD,POP,TOT,AGRWTH,A,1966,1.313749661,
NLD,POP,TOT,AGRWTH,A,1967,1.139572138,
NLD,POP,TOT,AGRWTH,A,1968,1.043918807,
NLD,POP,TOT,AGRWTH,A,1969,1.164731313,
NLD,POP,TOT,AGRWTH,A,1970,1.24661593,
NLD,POP,TOT,AGRWTH,A,1971,1.196255128,
NLD,POP,TOT,AGRWTH,A,1972,1.016317636,
NLD,POP,TOT,AGRWTH,A,1973,0.830770235,
NLD,POP,TOT,AGRWTH,A,1974,0.786713618,
NLD,POP,TOT,AGRWTH,A,1975,0.895345268,
NLD,POP,TOT,AGRWTH,A,1976,0.78812679,
NLD,POP,TOT,AGRWTH,A,1977,0.596419191,
NLD,POP,TOT,AGRWTH,A,1978,0.617153867,
NLD,POP,TOT,AGRWTH,A,1979,0.692655746,
NLD,POP,TOT,AGRWTH,A,1980,0.79446399,
NLD,POP,TOT,AGRWTH,A,1981,0.688476211,
NLD,POP,TOT,AGRWTH,A,1982,0.459542379,
NLD,POP,TOT,AGRWTH,A,1983,0.379921621,
NLD,POP,TOT,AGRWTH,A,1984,0.397749965,
NLD,POP,TOT,AGRWTH,A,1985,0.467394716,
NLD,POP,TOT,AGRWTH,A,1986,0.556535087,
NLD,POP,TOT,AGRWTH,A,1987,0.636530454,
NLD,POP,TOT,AGRWTH,A,1988,0.648174294,
NLD,POP,TOT,AGRWTH,A,1989,0.601717117,
NLD,POP,TOT,AGRWTH,A,1990,0.690986932,
NLD,POP,TOT,AGRWTH,A,1991,0.79115086,
NLD,POP,TOT,AGRWTH,A,1992,0.758895324,
NLD,POP,TOT,AGRWTH,A,1993,0.699445863,
NLD,POP,TOT,AGRWTH,A,1994,0.604733647,
NLD,POP,TOT,AGRWTH,A,1995,0.495162335,
NLD,POP,TOT,AGRWTH,A,1996,0.462487751,
NLD,POP,TOT,AGRWTH,A,1997,0.516081259,
NLD,POP,TOT,AGRWTH,A,1998,0.618520049,
NLD,POP,TOT,AGRWTH,A,1999,0.66771905,
NLD,POP,TOT,AGRWTH,A,2000,0.717299458,
NLD,POP,TOT,AGRWTH,A,2001,0.75775933,
NLD,POP,TOT,AGRWTH,A,2002,0.640270689,
NLD,POP,TOT,AGRWTH,A,2003,0.472985161,
NLD,POP,TOT,AGRWTH,A,2004,0.348061297,
NLD,POP,TOT,AGRWTH,A,2005,0.233967091,
NLD,POP,TOT,AGRWTH,A,2006,0.160693672,
NLD,POP,TOT,AGRWTH,A,2007,0.217789006,
NLD,POP,TOT,AGRWTH,A,2008,0.390032876,
NLD,POP,TOT,AGRWTH,A,2009,0.515621513,
NLD,POP,TOT,AGRWTH,A,2010,0.514222686,
NLD,POP,TOT,AGRWTH,A,2011,0.467542441,
NLD,POP,TOT,AGRWTH,A,2012,0.370746574,
NLD,POP,TOT,AGRWTH,A,2013,0.295237895,
NLD,POP,TOT,AGRWTH,A,2014,0.360488276,
NLD,POP,TOT,AGRWTH,A,2015,0.444215621,
NLD,POP,TOT,AGRWTH,A,2016,0.533585597,
NLD,POP,TOT,AGRWTH,A,2017,0.59294855,
NLD,POP,TOT,AGRWTH,A,2018,0.58563582,
NLD,POP,TOT,AGRWTH,A,2019,0.657245151,
NLD,POP,TOT,AGRWTH,A,2020,0.557075185,
NLD,POP,MEN,MLN_PER,A,1950,5.041005,
NLD,POP,MEN,MLN_PER,A,1951,5.114765,
NLD,POP,MEN,MLN_PER,A,1952,5.171898,
NLD,POP,MEN,MLN_PER,A,1953,5.22707,
NLD,POP,MEN,MLN_PER,A,1954,5.288434,
NLD,POP,MEN,MLN_PER,A,1955,5.355754,
NLD,POP,MEN,MLN_PER,A,1956,5.425169,
NLD,POP,MEN,MLN_PER,A,1957,5.494322,
NLD,POP,MEN,MLN_PER,A,1958,5.573801,
NLD,POP,MEN,MLN_PER,A,1959,5.652344,
NLD,POP,MEN,MLN_PER,A,1960,5.720191,
NLD,POP,MEN,MLN_PER,A,1961,5.796298,
NLD,POP,MEN,MLN_PER,A,1962,5.881088,
NLD,POP,MEN,MLN_PER,A,1963,5.962592,
NLD,POP,MEN,MLN_PER,A,1964,6.045949,
NLD,POP,MEN,MLN_PER,A,1965,6.134408,
NLD,POP,MEN,MLN_PER,A,1966,6.220169,
NLD,POP,MEN,MLN_PER,A,1967,6.289539,
NLD,POP,MEN,MLN_PER,A,1968,6.349991,
NLD,POP,MEN,MLN_PER,A,1969,6.424022,
NLD,POP,MEN,MLN_PER,A,1970,6.507389,
NLD,POP,MEN,MLN_PER,A,1971,6.586956,
NLD,POP,MEN,MLN_PER,A,1972,6.649869,
NLD,POP,MEN,MLN_PER,A,1973,6.698814,
NLD,POP,MEN,MLN_PER,A,1974,6.746855,
NLD,POP,MEN,MLN_PER,A,1975,6.804242,
NLD,POP,MEN,MLN_PER,A,1976,6.854211,
NLD,POP,MEN,MLN_PER,A,1977,6.889383,
NLD,POP,MEN,MLN_PER,A,1978,6.926333,
NLD,POP,MEN,MLN_PER,A,1979,6.969861,
NLD,POP,MEN,MLN_PER,A,1980,7.021376,
NLD,POP,MEN,MLN_PER,A,1981,7.065029,
NLD,POP,MEN,MLN_PER,A,1982,7.092081,
NLD,POP,MEN,MLN_PER,A,1983,7.113374,
NLD,POP,MEN,MLN_PER,A,1984,7.136886,
NLD,POP,MEN,MLN_PER,A,1985,7.16708,
NLD,POP,MEN,MLN_PER,A,1986,7.204433,
NLD,POP,MEN,MLN_PER,A,1987,7.248965,
NLD,POP,MEN,MLN_PER,A,1988,7.295099,
NLD,POP,MEN,MLN_PER,A,1989,7.337535,
NLD,POP,MEN,MLN_PER,A,1990,7.388992,
NLD,POP,MEN,MLN_PER,A,1991,7.449962,
NLD,POP,MEN,MLN_PER,A,1992,7.507844,
NLD,POP,MEN,MLN_PER,A,1993,7.560576,
NLD,POP,MEN,MLN_PER,A,1994,7.606682,
NLD,POP,MEN,MLN_PER,A,1995,7.644886,
NLD,POP,MEN,MLN_PER,A,1996,7.679547,
NLD,POP,MEN,MLN_PER,A,1997,7.718437,
NLD,POP,MEN,MLN_PER,A,1998,7.766669,
NLD,POP,MEN,MLN_PER,A,1999,7.819795,
NLD,POP,MEN,MLN_PER,A,2000,7.878082,
NLD,POP,MEN,MLN_PER,A,2001,7.940911,
NLD,POP,MEN,MLN_PER,A,2002,7.993718,
NLD,POP,MEN,MLN_PER,A,2003,8.030692,
NLD,POP,MEN,MLN_PER,A,2004,8.055944,
NLD,POP,MEN,MLN_PER,A,2005,8.071693,
NLD,POP,MEN,MLN_PER,A,2006,8.082956,
NLD,POP,MEN,MLN_PER,A,2007,8.100294,
NLD,POP,MEN,MLN_PER,A,2008,8.13423,
NLD,POP,MEN,MLN_PER,A,2009,8.179935,
NLD,POP,MEN,MLN_PER,A,2010,8.223479,
NLD,POP,MEN,MLN_PER,A,2011,8.263177,
NLD,POP,MEN,MLN_PER,A,2012,8.295107,
NLD,POP,MEN,MLN_PER,A,2013,8.320862,
NLD,POP,MEN,MLN_PER,A,2014,8.353621,
NLD,POP,MEN,MLN_PER,A,2015,8.395002,
NLD,POP,MEN,MLN_PER,A,2016,8.446117,
NLD,POP,MEN,MLN_PER,A,2017,8.501074,
NLD,POP,MEN,MLN_PER,A,2018,8.554061,
NLD,POP,MEN,MLN_PER,A,2019,8.614559,
NLD,POP,MEN,MLN_PER,A,2020,8.667286,
NLD,POP,TOT,MLN_PER,A,1950,10.113528,
NLD,POP,TOT,MLN_PER,A,1951,10.264309,
NLD,POP,TOT,MLN_PER,A,1952,10.38198,
NLD,POP,TOT,MLN_PER,A,1953,10.493184,
NLD,POP,TOT,MLN_PER,A,1954,10.615385,
NLD,POP,TOT,MLN_PER,A,1955,10.75084,
NLD,POP,TOT,MLN_PER,A,1956,10.889358,
NLD,POP,TOT,MLN_PER,A,1957,11.026384,
NLD,POP,TOT,MLN_PER,A,1958,11.186878,
NLD,POP,TOT,MLN_PER,A,1959,11.347635,
NLD,POP,TOT,MLN_PER,A,1960,11.48663,
NLD,POP,TOT,MLN_PER,A,1961,11.638709,
NLD,POP,TOT,MLN_PER,A,1962,11.80569,
NLD,POP,TOT,MLN_PER,A,1963,11.965967,
